Annual CO2 emissions (per capita),Coal per capita (kWh),Deaths - Cause: All causes - Risk: Air pollution - Sex: Both - Age: All Ages (Number),Entity,Exports of goods and services (constant 2015 US$),GDP per capita growth (annual %),Gas per capita (kWh),Imports of goods and services (constant 2015 US$),Oil per capita (kWh),Population (historical estimates),Renewables(TWh_growth_equivalent),Year
9.298,10536.537109375,17366,South Korea,193569505280,8.152689933776855,4180.68115234375,204927172608,25902.962890625,47379237,-0.43407726287841797,2000
9.5636,11146.8125,16993,South Korea,190087053312,4.051006317138672,4560.7783203125,197832212480,25729.876953125,47706226,-4.992404937744141,2001
9.9332,11904.0712890625,16880,South Korea,214442377216,7.10433292388916,5037.072265625,227291774976,26026.4140625,47999551,2.8904056549072266,2002
10.0693,12320.05078125,16804,South Korea,243562627072,2.614039897918701,5247.2822265625,251110293504,26102.888671875,48260901,4.792157173156738,2003
10.1508,12758.375,16627,South Korea,294722437120,4.781286239624023,6119.38330078125,281454968832,25794.533203125,48493434,-1.2764434814453125,2004
10.2578,13085.3720703125,16368,South Korea,318003118080,4.087645053863525,6523.99951171875,303275278336,25815.40234375,48701069,-1.670501708984375,2005
10.3212,13479.1611328125,16038,South Korea,356306878464,4.71292781829834,6853.16650390625,341099446272,25747.58203125,48880449,0.10819244384765625,2006
10.664,14148.4052734375,15864,South Korea,401215553536,5.266361236572266,7399.18408203125,379927298048,26353.3828125,49034813,1.846395492553711,2007
10.858,15630.3837890625,15707,South Korea,431716630528,2.2337522506713867,7591.49462890625,392324513792,25054.50390625,49182458,0.9305152893066406,2008
10.9272,16166.181640625,15661,South Korea,429744652288,0.2752689719200134,7192.16552734375,365224198144,25267.361328125,49347450,1.2270746231079102,2009
12.021,18107.732421875,15833,South Korea,485731041280,6.274019718170166,9085.8603515625,429174095872,25713.638671875,49545638,11.972753524780273,2010
12.5447,19549.30078125,16260,South Korea,560617160704,2.8914120197296143,9730.7099609375,491455971328,25848.669921875,49786153,12.053049087524414,2011
12.5635,18733.306640625,17164,South Korea,593096015872,1.865599513053894,10493.001953125,504074534912,26627.4140625,50060639,1.6055488586425781,2012
12.6285,18836.888671875,17944,South Korea,615753711616,2.6961510181427,10919.662109375,512340951040,26517,50345720,7.524158477783203,2013
12.4604,19395.328125,18593,South Korea,628657225728,2.5562195777893066,9880.669921875,518812729344,26276.3359375,50607904,8.602890014648438,2014
12.4985,19542.615234375,19238,South Korea,630129491968,2.2684295177459717,8982.0849609375,529773428736,27424.0859375,50823087,5.671867370605469,2015
12.5386,18591.0703125,19583,South Korea,645077991424,2.53914475440979,9344.93359375,557187334144,29804.083984375,50983446,6.049350738525391,2016
12.8335,19614.587890625,20600,South Korea,661078147072,2.870197057723999,9737.7470703125,606537318400,29445.66015625,51096408,14.762779235839844,2017
13.125,19693.478515625,21645,South Korea,687362211840,2.4622461795806885,11296.087890625,616926543872,29307.189453125,51171700,12.419624328613281,2018
12.6505,18650.271484375,23115,South Korea,689000415232,1.8889145851135254,10938.697265625,605147234304,29028.5078125,51225321,6.875511169433594,2019
11.6562,16387.21875,,South Korea,676312186880,-0.9886318445205688,11222.591796875,584998256640,27417.546875,51269183,1.0764083862304688,2020
,16438.919921875,,South Korea,,,12191.3125,,29186.751953125,51305184,25.47857666015625,2021
0.2254,1.7735402584075928,,Sri Lanka,2919300864,4.107432842254639,0,3234783488,1237.717041015625,15035840,0.054112911224365234,1980
0.2623,0.9694052934646606,,Sri Lanka,3211629056,4.059429168701172,0,3009191424,1276.828857421875,15272822,0.27056407928466797,1981
0.2882,13.35754108428955,,Sri Lanka,3357218304,2.6071207523345947,0,3450085376,1359.2738037109375,15501210,0.10645151138305664,1982
0.3087,13.23298168182373,,Sri Lanka,3332994048,3.3246917724609375,0,3822205440,1390.54296875,15724641,-1.1544084548950195,1983
0.2415,25.35943603515625,,Sri Lanka,3307629056,3.623929977416992,0,4233643776,1293.1602783203125,15948501,2.5873656272888184,1984
0.2421,15.128218650817871,,Sri Lanka,3472980480,3.5208916664123535,0,3958989312,1135.454345703125,16176282,0.8971505165100098,1985
0.2231,5.581520080566406,,Sri Lanka,3923598592,2.8764126300811768,0,4263060224,1166.095703125,16408861,0.7377686500549316,1986
0.2419,5.150501728057861,,Sri Lanka,3943878144,0.288741797208786,0,4251486208,1279.1475830078125,16643955,-1.3841662406921387,1987
0.2048,2.6046273708343506,,Sri Lanka,4225708288,1.0506023168563843,0,4166407168,1172.743896484375,16878186,1.2410478591918945,1988
0.2015,0.3004012107849121,,Sri Lanka,4508403200,0.9324643611907959,0,4083057920,1081.8677978515625,17106752,0.6047048568725586,1989
0.2211,0,12826,Sri Lanka,4810465280,5.054980754852295,0,4405621248,1188.279052734375,17325769,1.016021728515625,1990
0.236,0.37542393803596497,11973,Sri Lanka,5132766720,3.3475658893585205,0,4753664512,1174.9844970703125,17535732,-0.08338737487792969,1991
0.2879,0.37116751074790955,11895,Sri Lanka,5476662272,3.216334342956543,0,5129203712,1320.2420654296875,17736827,-0.6407794952392578,1992
0.2776,0.24949878454208374,11520,Sri Lanka,6199581184,5.778869152069092,0,5872937984,1320.607177734375,17924827,2.6497573852539062,1993
0.3004,0.2225971221923828,11953,Sri Lanka,7011727872,4.609853267669678,0,6706895872,1421.0977783203125,18094474,0.866694450378418,1994
0.3187,0.6379948854446411,12457,Sri Lanka,7215068160,4.641628742218018,0,6773964800,1500.7705078125,18242917,1.2567205429077148,1995
0.3795,0.13157448172569275,12841,Sri Lanka,7496456192,3.0970919132232666,0,6963635712,1809.553955078125,18367290,-3.7323122024536133,1996
0.4071,0,13654,Sri Lanka,8372810240,5.8085503578186035,0,7692627456,1842.9056396484375,18470897,0.5777063369750977,1997
0.4167,0.12239545583724976,13230,Sri Lanka,8453747200,4.16999626159668,0,8576505344,1916.383056640625,18564595,1.382925033569336,1998
0.4563,0,13481,Sri Lanka,8791449600,3.748962879180908,0,9177459712,2055.1640625,18663293,0.7867002487182617,1999
0.5397,0.21006108820438385,13663,Sri Lanka,10372878336,5.354733467102051,0,10543815680,2346.226806640625,18777606,-2.8770246505737305,2000
0.546,0.05419917777180672,13206,Sri Lanka,9825883136,-2.243643045425415,0,9539210240,2266.2890625,18911727,-0.3136463165283203,2001
0.5743,6.637938976287842,13104,Sri Lanka,10441312256,3.1425070762634277,0,10609259520,2386.135009765625,19062476,-1.275522232055664,2002
0.5698,36.14658737182617,13595,Sri Lanka,10791753728,5.049940586090088,0,11802479616,2326.524169921875,19224036,1.7446517944335938,2003
0.6266,9.429240226745605,13673,Sri Lanka,11627412480,4.557881832122803,0,12865994752,2308.200439453125,19387153,-1.0669736862182617,2004
0.6107,34.76577377319336,14240,Sri Lanka,12400190464,5.383795738220215,0,13211852800,2618.23876953125,19544988,1.358809471130371,2005
0.5987,25.876310348510742,14460,Sri Lanka,12876414976,6.84290885925293,0,14128380928,2669.810791015625,19695977,3.306410789489746,2006
0.6124,25.058069229125977,14550,Sri Lanka,13819907072,6.0106425285339355,0,14655824896,2808.613037109375,19842044,-2.0255470275878906,2007
0.5998,33.54376220703125,15026,Sri Lanka,13873831936,5.1975579261779785,0,15243793408,2563.493408203125,19983984,0.4623270034790039,2008
0.6433,33.904666900634766,15144,Sri Lanka,12166556672,2.8210370540618896,0,13782538240,2624.22509765625,20123508,-0.7077236175537109,2009
0.6441,34.40020751953125,15217,Sri Lanka,13232358400,7.279058933258057,0,15525637120,2614.8134765625,20261738,4.969297409057617,2010
0.7298,170.5276641845703,15374,Sri Lanka,14582059008,7.677953243255615,0,19189686272,2896.161865234375,20398496,-2.915116310119629,2011
0.7694,258.2811279296875,15099,Sri Lanka,14555593728,9.00294303894043,0,19282841600,3072.87890625,20532599,-3.468027114868164,2012
0.7104,269.9928894042969,14469,Sri Lanka,15521556480,2.592073917388916,0,18987853824,2612.750732421875,20663053,10.092775344848633,2013
0.851,515.0537719726562,14362,Sri Lanka,16183174144,3.985755205154419,0,20804354048,2939.48193359375,20788512,-6.340873718261719,2014
0.9485,689.1619262695312,14058,Sri Lanka,16937418752,4.046239376068115,0,23008993280,3050.11181640625,20908024,4.035097122192383,2015
1.0954,725.6502685546875,14104,Sri Lanka,16811711488,3.3384296894073486,0,24825493504,3609.60986328125,21021177,-4.639032363891602,2016
1.09,747.8848876953125,14194,Sri Lanka,18087575552,2.4140987396240234,0,26596036608,3478.74462890625,21128028,-0.18660831451416016,2017
0.9891,719.3068237304688,13995,Sri Lanka,18173337600,2.194959878921509,0,27063668736,3331.559814453125,21228760,6.438000679016113,2018
1.0704,764.2736206054688,14114,Sri Lanka,19475568640,1.6314120292663574,0,25495363584,3590.994873046875,21323734,-3.6584339141845703,2019
0.9857,816.8712158203125,,Sri Lanka,17609658368,-4.079409122467041,0,22584332288,3235.006591796875,21413250,1.1904010772705078,2020
,780.445556640625,,Sri Lanka,,,,,3102.68310546875,21497306,6.247499465942383,2021
4.6638,2484.424072265625,,Taiwan,,,1144.8809814453125,,12162.1142578125,17905459,-4.852418899536133,1980
4.1251,2256.734619140625,,Taiwan,,,960.2374267578125,,10538.3232421875,18191727,5.514784812927246,1981
4.0793,2606.0703125,,Taiwan,,,723.0022583007812,,11701.4033203125,18477501,-0.005406379699707031,1982
4.431,3464.76708984375,,Taiwan,,,738.544189453125,,11549.998046875,18760237,0.6000823974609375,1983
4.4574,3961.225341796875,,Taiwan,,,732.3723754882812,,10902.8798828125,19036463,-1.7843751907348633,1984
4.389,4138.18603515625,,Taiwan,,,647.498291015625,,10655.98046875,19303402,4.77642822265625,1985
4.8221,4971.7138671875,,Taiwan,,,582.2283935546875,,11717.9609375,19560164,0.38530731201171875,1986
4.9565,5312.09228515625,,Taiwan,,,581.5402221679688,,12170.583984375,19806742,-1.8410415649414062,1987
5.6418,6083.81201171875,,Taiwan,,,655.5274047851562,,14027.572265625,20042355,-2.4685544967651367,1988
6.0744,6275.63427734375,,Taiwan,,,653.0888061523438,,15447.978515625,20266424,1.1745538711547852,1989
6.0583,6136.1923828125,9438,Taiwan,,,1037.326416015625,,15864.2197265625,20478516,4.539714813232422,1990
6.46,6656.03564453125,9227,Taiwan,,,1491.8756103515625,,16312.306640625,20679072,-7.372669219970703,1991
6.8129,7620.375,9210,Taiwan,,,1466.0286865234375,,16814.51953125,20868148,8.049503326416016,1992
7.3079,8496.8662109375,9110,Taiwan,,,1521.3970947265625,,17749.095703125,21044700,-7.3283233642578125,1993
7.5992,8775.05078125,9214,Taiwan,,,1833.53369140625,,18745.865234375,21207424,2.8949832916259766,1994
7.9075,8983.494140625,9437,Taiwan,,,2034.8536376953125,,20254.60546875,21356025,-0.25164794921875,1995
8.2265,10069.23046875,9684,Taiwan,,,2063.501220703125,,20133.400390625,21488994,-0.010384559631347656,1996
8.818,11453.158203125,9600,Taiwan,,,2407.635498046875,,20568.43359375,21608309,1.6635141372680664,1997
9.2148,12361.173828125,9769,Taiwan,,,2837.94287109375,,21223.8515625,21721513,3.0885143280029297,1998
9.5151,12697.4833984375,9828,Taiwan,,,2872.650634765625,,22579.724609375,21838635,-2.918853759765625,1999
10.3329,14879.7294921875,10078,Taiwan,,,3080.7763671875,,22839.49609375,21966528,-0.5266094207763672,2000
10.3998,15514.134765625,10236,Taiwan,,,3297.0712890625,,23511.041015625,22108715,2.37384033203125,2001
10.675,16704.73828125,10212,Taiwan,,,3662.134765625,,23324.865234375,22262297,-5.941587448120117,2002
11.0795,17682.94140625,10271,Taiwan,,,3753.273681640625,,24190.46875,22419785,1.2654104232788086,2003
11.4258,18270.947265625,10459,Taiwan,,,4535.36767578125,,24581.154296875,22570229,0.6969518661499023,2004
11.7354,18495.013671875,10640,Taiwan,,,4545.14599609375,,24627.470703125,22705719,2.6027755737304688,2005
12.0996,19313.599609375,10382,Taiwan,,,4850.1240234375,,24679.623046875,22823846,0.4980449676513672,2006
12.2038,20136.865234375,10329,Taiwan,,,5122.6884765625,,25481.6796875,22927222,1.4268836975097656,2007
11.5815,19201.71484375,10280,Taiwan,,,5545.8251953125,,23965.591796875,23019042,-0.19096755981445312,2008
10.9288,18247.70703125,10095,Taiwan,,,5395.8115234375,,23445.396484375,23104542,-1.2947120666503906,2009
11.6506,19507.048828125,10165,Taiwan,,,6675.89453125,,24452.810546875,23187556,2.135652542114258,2010
11.8736,20149.62890625,10768,Taiwan,,,7323.09375,,22516.927734375,23268760,0.7739772796630859,2011
11.6828,19635.599609375,11074,Taiwan,,,7660.64404296875,,22171.623046875,23346898,4.524406433105469,2012
11.6899,19965.517578125,11391,Taiwan,,,7658.7080078125,,22739.169921875,23421582,0.32259559631347656,2013
11.7619,20118.564453125,12138,Taiwan,,,8031.74951171875,,23387.84765625,23491976,-2.7248382568359375,2014
11.7091,19460.966796875,12205,Taiwan,,,8566.4365234375,,23941.705078125,23557473,1.3225116729736328,2015
11.8428,19647.296875,12234,Taiwan,,,8876.798828125,,23991.06640625,23618201,5.8907623291015625,2016
12.0303,19897.357421875,11990,Taiwan,,,9818.587890625,,23650.94140625,23674546,-1.0645160675048828,2017
11.921,19959.294921875,12207,Taiwan,,,9972.890625,,23532.583984375,23726460,0.3844718933105469,2018
11.5813,19523.884765625,12527,Taiwan,,,9783.7705078125,,22252.625,23773881,6.689802169799805,2019
11.4698,18190.2265625,,Taiwan,,,10448.291015625,,21336.26171875,23816775,-0.28482818603515625,2020
,19498.59765625,,Taiwan,,,11440.1357421875,,22324.255859375,23855008,5.744850158691406,2021
0.8434,110.51214599609375,,Thailand,12260476928,3.0140721797943115,0,17251796992,2878.38037109375,47374463,-5.884408950805664,1980
0.7825,120.50723266601562,,Thailand,13383652352,3.8209879398345947,57.03544235229492,17348743168,2665.709716796875,48326269,5.029838562011719,1981
0.7641,154.12405395507812,,Thailand,14944103424,3.3640048503875732,285.2255554199219,14811537408,2372.079345703125,49255889,2.5489253997802734,1982
0.8394,145.27532958984375,,Thailand,14049958912,3.652326822280884,329.61065673828125,19664386048,2583.00341796875,50173922,-0.5204305648803711,1983
0.8916,179.6311798095703,,Thailand,16474723328,3.8463194370269775,483.2283020019531,21165273088,2665.23681640625,51094870,1.2448921203613281,1984
0.927,354.336181640625,,Thailand,18087424000,2.7725472450256348,623.89501953125,18484109312,2469.552734375,52026901,-1.1532258987426758,1985
0.9291,341.3941650390625,,Thailand,20875862016,3.6350910663604736,658.21923828125,18312482816,2515.074951171875,52980105,5.442931175231934,1986
1.0438,484.0838928222656,,Thailand,25427972096,7.558280944824219,896.2847900390625,24457885696,2683.250732421875,53945872,-4.347254753112793,1987
1.2061,490.1711120605469,,Thailand,32337022976,11.336434364318848,1039.5859375,34134511616,3008.7802734375,54891520,-0.9189605712890625,1988
1.3947,587.5921630859375,,Thailand,39301713920,10.419005393981934,1003.11328125,41503641600,3515.45361328125,55772169,5.277440071105957,1989
1.5544,801.846923828125,36008,Thailand,44565848064,9.622199058532715,1072.391357421875,51334463488,4191.9716796875,56558196,-1.7993545532226562,1990
1.6904,928.0443725585938,37040,Thailand,51313127424,7.279298782348633,1312.080322265625,57976303616,4419.73681640625,57232471,-1.1524286270141602,1991
1.8329,983.3180541992188,37575,Thailand,58398142464,7.001724720001221,1408.2674560546875,63175843840,4864.82666015625,57811025,-1.0524845123291016,1992
2.0726,1085.3883056640625,38044,Thailand,65981100032,7.274479389190674,1580.6044921875,71531233280,5556.01416015625,58337773,-1.588470458984375,1993
2.2641,1243.588623046875,38721,Thailand,74627874816,7.011065483093262,1733.330078125,84035059712,6137.07080078125,58875275,2.4074668884277344,1994
2.6152,1404.525146484375,39211,Thailand,86098501632,7.0439772605896,1777.2344970703125,103338213376,6830.43994140625,59467272,6.767642021179199,1995
2.8892,1690.04638671875,39626,Thailand,82238128128,4.487162113189697,2047.874267578125,99981107200,7477.03955078125,60130190,2.0446605682373047,1996
2.9352,1722.4278564453125,36712,Thailand,89682280448,-3.8985390663146973,2538.614501953125,91296800768,7420.1630859375,60846588,-0.18142127990722656,1997
2.5679,1365.3421630859375,37354,Thailand,99360268288,-8.741667747497559,2678.39453125,73443278848,6654.82177734375,61585103,-5.778858184814453,1998
2.6483,1434.968017578125,39365,Thailand,107940986880,3.3747074604034424,2941.3388671875,81813749760,6927.71630859375,62298569,-4.525033950805664,1999
2.6814,1456.58544921875,38719,Thailand,125030064128,3.3699700832366943,3366.875,103051493376,6658.9462890625,62952639,7.592197418212891,2000
2.844,1606.5303955078125,36375,Thailand,125004570624,2.48932147026062,3865.413818359375,104564514816,6526.26123046875,63539190,1.0186767578125,2001
2.9782,1700.381591796875,36786,Thailand,132363943936,5.2710981369018555,4165.69775390625,111069470720,7000.52685546875,64069093,3.783143997192383,2002
3.1292,1723.8175048828125,36779,Thailand,144453844992,6.3908867835998535,4403.13525390625,123393949696,7618.5302734375,64549867,0.9297637939453125,2003
3.3413,1918.182861328125,37489,Thailand,165588992000,5.560903549194336,4578.0283203125,148449017856,8386.7783203125,64995303,-1.9263744354248047,2004
3.4088,2060.0732421875,37722,Thailand,178438225920,3.5172979831695557,4900.8037109375,172482674688,8301.1650390625,65416189,0.33667564392089844,2005
3.439,2185.274169921875,37783,Thailand,197687574528,4.335650444030762,5015.9482421875,177559552000,8181.83154296875,65812539,7.82853889465332,2006
3.4663,2442.175537109375,38034,Thailand,215269408768,4.846460342407227,5314.4375,185017729024,8223.32421875,66182064,0.9213294982910156,2007
3.41,2619.972412109375,38215,Thailand,228753080320,1.1922072172164917,5552.560546875,206107230208,7946.57373046875,66530979,0.5843849182128906,2008
3.6232,2615.572021484375,37935,Thailand,200981807104,-1.189422369003296,5701.546875,163294035968,8314.5712890625,66866834,2.4093894958496094,2009
3.8009,2671.10107421875,38739,Thailand,229561942016,6.988267421722412,6429.8740234375,200779038720,8579.8896484375,67195032,-0.6823501586914062,2010
3.7562,2703.2470703125,38499,Thailand,251391950848,0.35720646381378174,6563.85107421875,225676197888,8659.2548828125,67518379,9.039283752441406,2011
3.9841,2823.8955078125,37756,Thailand,260597104640,6.740714073181152,7169.27978515625,238380630016,9055.2548828125,67835969,7.286491394042969,2012
4.2204,2766.69775390625,36755,Thailand,267149393920,2.222539186477661,7170.69091796875,242386944000,9109.4619140625,68144519,1.4687995910644531,2013
4.1299,3037.320556640625,36476,Thailand,268072321024,0.5503206849098206,7297.7265625,229544493056,9142.423828125,68438748,7.198448181152344,2014
4.1576,2969.878173828125,36698,Thailand,271423635456,2.7201409339904785,7416.33056640625,229553487872,9460.8603515625,68714519,0.35749053955078125,2015
4.1095,3016.185791015625,37627,Thailand,278741352448,3.0500478744506836,7331.201171875,227276996608,9742.447265625,68971313,7.155590057373047,2016
4.1318,3017.732177734375,38260,Thailand,293182504960,3.818674325942993,7236.5146484375,241430069248,9969.263671875,69209817,11.621131896972656,2017
3.9779,3207.18310546875,39639,Thailand,303007203328,3.8614823818206787,7204.482421875,261406720000,10128.5732421875,69428454,18.75493621826172,2018
3.9012,2850.287109375,40878,Thailand,294057738240,1.9768924713134766,7316.21435546875,247900651520,10198.7294921875,69625581,8.8216552734375,2019
3.6929,3039.8759765625,,Thailand,236910690304,-6.333597660064697,6712.45458984375,214955425792,9012.8447265625,69799978,-7.5514678955078125,2020
,3207.758056640625,,Thailand,,,6720.96728515625,,8918.537109375,69950844,2.5092010498046875,2021
0.3093,487.2093200683594,,Vietnam,,,0,,429.3002014160156,54281841,1.4430103302001953,1980
0.3187,530.3615112304688,,Vietnam,,,1.7380244731903076,,365.1579284667969,55522804,0.0561833381652832,1981
0.3228,573.1654663085938,,Vietnam,,,3.227179765701294,,362.7796325683594,56814309,0.15672016143798828,1982
0.3314,563.6156616210938,,Vietnam,,,10.870035171508789,,405.5160217285156,58148384,-0.9965054988861084,1983
0.294,551.2819213867188,,Vietnam,,,9.24257755279541,,387.3331298828125,59512619,1.111828088760376,1984
0.3464,535.5052490234375,,Vietnam,,1.446467399597168,5.625507354736328,,399.5311279296875,60896732,-0.36075305938720703,1985
0.3304,576.889892578125,,Vietnam,,0.4839327931404114,5.7317047119140625,,423.4425964355469,62293859,-0.20698881149291992,1986
0.3657,628.9498291015625,,Vietnam,,1.2937848567962646,5.605007171630859,,482.4583435058594,63701974,-0.06801080703735352,1987
0.3543,576.3169555664062,,Vietnam,,2.8449530601501465,4.149235248565674,,493.2391357421875,65120432,1.2034945487976074,1988
0.2614,452.9654541015625,,Vietnam,3856312064,5.0578389167785645,4.785107135772705,5357107712,448.9040222167969,66550231,6.052957057952881,1989
0.3133,380.2607421875,72704,Vietnam,4354754560,2.877013921737671,5.677401542663574,5116216320,514.9735717773438,67988855,4.5271501541137695,1990
0.3078,359.6011962890625,72049,Vietnam,5654964736,3.7510406970977783,10.006199836730957,4790941184,492.1078796386719,69436956,2.803225517272949,1991
0.3028,353.24713134765625,71266,Vietnam,7050143744,6.428888320922852,28.589168548583984,5691342336,526.9744873046875,70883488,2.693817138671875,1992
0.3161,335.2256774902344,70474,Vietnam,7693595648,5.954902648925781,33.36777114868164,8071634944,660.72412109375,72300308,2.179302215576172,1993
0.3553,363.3426513671875,69740,Vietnam,8924570624,6.842654228210449,32.7557373046875,10611507200,718.8035278320312,73651220,3.779031753540039,1994
0.3831,480.7606506347656,69133,Vietnam,10709485568,7.699109077453613,18.743375778198242,12337491968,780.1817016601562,74910462,3.9594078063964844,1995
0.4497,528.8419189453125,68632,Vietnam,13279761408,7.67512845993042,36.408512115478516,14965544960,884.2963256835938,76068739,4.216667175292969,1996
0.5771,670.0012817382812,68300,Vietnam,15404523520,6.659536838531494,66.43247985839844,16410380288,993.6730346679688,77133212,-1.03790283203125,1997
0.599,709.6038818359375,68046,Vietnam,18331383808,4.434203624725342,111.18121337890625,19428546560,1084.111572265625,78115712,-1.6618270874023438,1998
0.5933,524.9767456054688,68051,Vietnam,22547601408,3.553781747817993,158.7254180908203,21867896832,1180.2542724609375,79035871,7.921775817871094,1999
0.6582,682.4658203125,68231,Vietnam,27305385984,5.618635177612305,193.2163543701172,25501065216,1265.73828125,79910411,2.2975807189941406,2000
0.7388,738.1392211914062,69094,Vietnam,31996583936,5.0985260009765625,239.031494140625,29693919232,1358.0030517578125,80742500,10.469963073730469,2001
0.8401,834.7271118164062,70063,Vietnam,35313958912,5.2881760597229,284.05181884765625,34381373440,1476.914306640625,81534406,-0.38016510009765625,2002
0.924,962.765625,71344,Vietnam,42358935552,5.9025139808654785,278.2380676269531,42194468864,1556.8375244140625,82301650,1.9448051452636719,2003
1.0564,1250.1856689453125,72580,Vietnam,53211164672,6.550971031188965,483.2968444824219,51451596800,1835.2535400390625,83062819,-3.7164840698242188,2004
1.1296,1297.111083984375,73597,Vietnam,62669950976,6.55963134765625,741.3101196289062,58745430016,1805.9647216796875,83832662,-3.8391189575195312,2005
1.1655,787.2499389648438,74467,Vietnam,69688975360,5.985664367675781,798.2978515625,65788100608,1755.07080078125,84617545,8.787113189697266,2006
1.1749,853.6728515625,75757,Vietnam,78400126976,6.123617172241211,799.8399658203125,83505881088,1935.574462890625,85419588,7.402252197265625,2007
1.314,1603.15380859375,76822,Vietnam,89140920320,4.652442455291748,839.08251953125,96041181184,2010.4124755859375,86243424,9.501373291015625,2008
1.4174,1489.5985107421875,77538,Vietnam,84608049152,4.370659351348877,887.5244750976562,89490219008,2029.4451904296875,87092250,10.75054931640625,2009
1.5754,1924.086181640625,77631,Vietnam,91757428736,5.364173412322998,1031.393798828125,96848846848,2282.2255859375,87967655,-4.470909118652344,2010
1.7017,2269.688232421875,77529,Vietnam,101652963328,5.159949779510498,920.7913208007812,100816183296,2250.20361328125,88871384,34.144371032714844,2011
1.5874,2084.8330078125,76793,Vietnam,117621743616,4.1567769050598145,1005.2761840820312,109985185792,2252.396240234375,89801926,32.84868621826172,2012
1.6443,2203.46923828125,75714,Vietnam,138057383936,4.317549705505371,1036.853515625,129061535744,2309.056884765625,90752593,11.502212524414062,2013
1.8428,2634.46484375,74502,Vietnam,154016972800,4.872835159301758,1074.2816162109375,145587421184,2427.44189453125,91713850,10.8321533203125,2014
2.0825,3292.328369140625,73330,Vietnam,173490421760,5.570526123046875,1109.9722900390625,171961712640,2909.242919921875,92677082,-14.127212524414062,2015
2.0586,3526.03369140625,72409,Vietnam,197542019072,5.118137359619141,1093.400390625,198246629376,3144.111083984375,93640435,17.87005615234375,2016
2.0639,3487.451904296875,71712,Vietnam,230601015296,5.72808837890625,1006.4085693359375,232939110400,3261.060791015625,94600643,61.77635192871094,2017
2.3415,4600.02685546875,71626,Vietnam,263497482240,6.0163984298706055,1010.9951171875,262772097024,3396.618896484375,95545959,-8.819168090820312,2018
2.6986,6019.60498046875,71701,Vietnam,281182896128,6.001036643981934,1020.400634765625,287725486080,3470.36083984375,96462108,-33.95146179199219,2019
2.6126,5991.53466796875,,Vietnam,295171260416,1.9792308807373047,908.1085205078125,297391882240,2844.69970703125,97338583,32.914306640625,2020
,6071.8466796875,,Vietnam,,,725.454345703125,,2647.06787109375,98168829,48.3330078125,2021
4.3722,4678.40673828125,,World,3720218935296,0.06142815947532654,3193.381103515625,3942313623552,7965.96142578125,4458274952,120.96533203125,1980
4.1937,4661.60693359375,,World,3896145870848,0.16169629991054535,3172.998291015625,3991278714880,7549.39794921875,4536996616,118.7177734375,1981
4.088,4631.5087890625,,World,3906602270720,-1.358679175376892,3133.751953125,3860916076544,7187.0283203125,4617386524,128.9111328125,1982
4.0425,4691.14501953125,,World,4035824582656,0.8221416473388672,3128.763916015625,3940645863424,7008.6484375,4699569184,257.15234375,1983
4.1088,4807.9091796875,,World,4401409818624,2.880044937133789,3324.1328125,4210313396224,7040.1328125,4784011512,221.8759765625,1984
4.1712,4924.703125,,World,4592686858240,1.9298688173294067,3338.6357421875,4369752522752,6910.42236328125,4870921665,131.54443359375,1985
4.1567,4890.17626953125,,World,4715100241920,1.6479512453079224,3310.330810546875,4591663972352,6995.33935546875,4960567998,116.462890625,1986
4.209,4990.0712890625,,World,5012472201216,1.9236578941345215,3420.451904296875,4894082203648,7005.12939453125,5052521994,100.671875,1987
4.2953,5046.6474609375,,World,5415993081856,2.840066909790039,3515.52294921875,5272958402560,7103.90576171875,5145425992,205.94482421875,1988
4.2782,5005.4404296875,,World,5813380841472,1.967825174331665,3602.393798828125,5728044580864,7094.46923828125,5237441433,9.9892578125,1989
4.2702,4862.384765625,6501226,World,6123999461376,1.1210260391235352,3656.6943359375,6073627443200,7059.193359375,5327529078,261.91357421875,1990
4.292,4738.25390625,6504209,World,6303139233792,-0.21797333657741547,3688.916259765625,6109564239872,6946.55810546875,5414289382,171.8095703125,1991
4.1044,4647.57080078125,6526572,World,6494231724032,0.47571173310279846,3648.626708984375,6288745431040,6938.0693359375,5498919891,26.0283203125,1992
4.0855,4601.84033203125,6556725,World,6738469715968,0.23986129462718964,3630.771240234375,6396448342016,6801.03662109375,5581597596,414.5146484375,1993
4.0551,4553.0849609375,6557387,World,7334496043008,1.7498595714569092,3600.405029296875,6952065695744,6850.17138671875,5663150426,72.87890625,1994
4.0831,4519.97705078125,6537356,World,8004372004864,1.5598679780960083,3674.048583984375,7600683352064,6866.42724609375,5744212929,406.26708984375,1995
4.1469,4563.5439453125,6528219,World,8518075678720,2.130026340484619,3804.239013671875,8132199186432,6921.04541015625,5824891927,108.7666015625,1996
4.1152,4493.90576171875,6547192,World,9374947868672,2.407485008239746,3730.778564453125,8932562042880,7013.2041015625,5905045647,177.06884765625,1997
4.0446,4405.564453125,6525727,World,9788085764096,1.3823164701461792,3748.50390625,9391781707776,6958.37841796875,5984794072,93.771484375,1998
4.0432,4366.50439453125,6522139,World,10280001077248,2.1240124702453613,3804.587646484375,9889752547328,6986.884765625,6064239030,101.1669921875,1999
4.1073,4464.28271484375,6548091,World,11502677393408,3.1366665363311768,3905.462158203125,11128178475008,6979.57958984375,6143776621,189.263671875,2000
